종목코드,업종
130580,상업서비스와공급품
130740,자동차부품
131030,제약
131090,소프트웨어
131100,방송과엔터테인먼트
131180,컴퓨터와주변기기
131220,생명과학도구및서비스
131290,반도체와반도체장비
131370,소프트웨어
131400,전자장비와기기
131760,디스플레이장비및부품
133750,교육서비스
134060,교육서비스
134580,양방향미디어와서비스
136480,식품
136540,소프트웨어
137940,디스플레이장비및부품
137950,에너지장비및서비스
138070,기계
138080,통신장비
138360,기계
138610,건강관리장비와용품
139050,IT서비스
139670,소프트웨어
140410,식품
140520,철강
140860,전자장비와기기
141000,디스플레이장비및부품
142210,반도체와반도체장비
142280,건강관리장비와용품
143160,전자장비와기기
143540,디스플레이장비및부품
147830,전기장비
149950,디스플레이장비및부품
149980,건강관리장비와용품
150840,건강관리장비와용품
150900,소프트웨어
153460,소프트웨어
153490,디스플레이장비및부품
155650,디스플레이장비및부품
159580,화장품
159910,화장품
160550,방송과엔터테인먼트
160980,반도체와반도체장비
168330,화장품
170030,자동차부품
170920,반도체와반도체장비
171010,반도체와반도체장비
171120,건축자재
173940,방송과엔터테인먼트
177350,디스플레이장비및부품
177830,비철금속
180400,생명과학도구및서비스
182360,방송과엔터테인먼트
182400,생명과학도구및서비스
184230,소프트웨어
185490,생물공학
187220,전자장비와기기
187270,전기제품
187420,생물공학
187790,화학
189690,소프트웨어
189860,전기장비
189980,음료
190510,핸드셋
191410,화학
191420,생물공학
192250,소프트웨어
192390,건축제품
192410,통신장비
192440,핸드셋
194480,게임엔터테인먼트
195990,기계
196490,전기제품
196700,화학
198440,건축자재
200230,제약
200470,반도체와반도체장비
203650,상업서비스와공급품
205470,생명과학도구및서비스
206560,방송과엔터테인먼트
206640,생명과학도구및서비스
200670,제약
200710,반도체와반도체장비
200780,제약
204620,기타금융
205100,소프트웨어
205500,게임엔터테인먼트
204630,방송과엔터테인먼트
208140,식품
207760,양방향미디어와서비스
208350,소프트웨어
212560,자동차부품
214180,IT서비스
208640,게임엔터테인먼트
208710,핸드셋
211270,통신장비
214370,생물공학
214430,우주항공과국방
215380,생명과학도구및서비스
214680,건강관리장비와용품
215090,우주항공과국방
215100,교육서비스
215360,자동차부품
215360,자동차부품
215480,"섬유,의류,신발,호화품"
215790,통신장비
217190,반도체와반도체장비
217500,반도체와반도체장비
217730,생물공학
217820,전기제품
218150,식품
218410,통신장비
219130,반도체와반도체장비
220260,화학
221840,우주항공과국방
221980,화학
222040,제약
222080,전기제품
222110,생물공학
222420,화학
222810,비철금속
222980,식품
223310,식품과기본식료품소매
224060,반도체와반도체장비
225430,가정용품
225570,게임엔터테인먼트
226340,화장품
227950,반도체와반도체장비
228340,건축자재
225530,건축자재
225590,"섬유,의류,신발,호화품"
226360,건설
226440,전기제품
230240,통신장비
230980,우주항공과국방
228850,건강관리장비와용품
236200,전자장비와기기
232140,반도체와반도체장비
073560,식품
208860,자동차부품
230360,"섬유,의류,신발,호화품"
234920,가정용기기와용품
242040,IT서비스
144510,건강관리업체및서비스
250060,생명과학도구및서비스
241690,자동차부품
250930,디스플레이장비및부품
204840,제약
214270,양방향미디어와서비스
024810,전기장비
032820,우주항공과국방
038540,은행
043220,기계
050960,IT서비스
071460,가정용기기와용품
096040,IT서비스
123010,핸드셋
142760,제약
148250,통신장비
170790,통신장비
174880,핸드셋
193250,핸드셋
201490,게임엔터테인먼트
208370,건강관리장비와용품
217270,게임엔터테인먼트
237750,전기장비
238090,핸드셋
239340,양방향미디어와서비스
072990,전자장비와기기
189300,통신장비
216050,광고
238120,생명과학도구및서비스
239610,제약
241710,화장품
252500,화장품
237880,화장품
144960,반도체와반도체장비
156100,건강관리장비와용품
220180,소프트웨어
196300,생물공학
215600,생물공학
220100,제약
241790,반도체와반도체장비
254120,전자장비와기기
147760,반도체와반도체장비
241520,창업투자
246690,창업투자
256840,건강관리장비와용품
140070,반도체와반도체장비
206650,생물공학
002800,제약
083500,디스플레이장비및부품
087260,자동차부품
241820,생명과학도구및서비스
217480,화장품
246720,건강관리장비와용품
178320,전기제품
263770,철강
264450,통신장비
063760,디스플레이장비및부품
064850,IT서비스
067370,생물공학
084440,교육서비스
101360,화학
107640,자동차부품
126340,전기장비
154030,생물공학
183490,제약
186230,건설
189330,IT서비스
197140,소프트웨어
199800,생물공학
219420,소프트웨어
225220,건강관리장비와용품
226400,건강관리장비와용품
228760,건강관리장비와용품
229000,건강관리장비와용품
232680,반도체와반도체장비
232830,IT서비스
246250,제약
253840,건강관리장비와용품
256940,비철금속
265520,디스플레이장비및부품
256630,디스플레이장비및부품
161580,전자장비와기기
264850,전자장비와기기
267980,식품
267980,식품
250000,식품과기본식료품소매
267320,전기제품
261200,건강관리장비와용품
251630,전자장비와기기
227610,화장품
238490,디스플레이장비및부품
263720,출판
263860,소프트웨어
118990,자동차부품
263800,IT서비스
273060,광고
140670,기계
258610,핸드셋
263600,핸드셋
174900,생물공학
259630,전기제품
171090,디스플레이장비및부품
243840,전기제품
179900,핸드셋
263920,포장재
277410,식품
255440,디스플레이장비및부품
263810,전자장비와기기
265560,자동차부품
277880,전자장비와기기
279600,소프트웨어
138580,IT서비스
007680,건설
066360,식품
234300,IT서비스
241770,반도체와반도체장비
281740,화학
187870,디스플레이장비및부품
269620,전자장비와기기
255220,건축자재
264660,반도체와반도체장비
032860,철강
060900,에너지장비및서비스
203450,전자장비와기기
251370,화학
258790,소프트웨어
267790,"섬유,의류,신발,호화품"
260660,제약
006620,제약
042000,IT서비스
277070,창업투자
263700,건강관리업체및서비스
065370,소프트웨어
253590,반도체와반도체장비
122310,건강관리장비와용품
258830,건강관리장비와용품
037030,전기제품
284620,제약
289080,창업투자
175250,제약
297570,전자제품
204020,"섬유,의류,신발,호화품"
080720,제약
290270,소프트웨어
275630,소프트웨어
110990,디스플레이장비및부품
290380,화학
086820,생물공학
089970,반도체와반도체장비
173130,IT서비스
303030,반도체와반도체장비
110790,"섬유,의류,신발,호화품"
257370,전기제품
291230,광고
290720,식품
293580,창업투자
288620,전기제품
108490,기계
153710,제약
306620,반도체와반도체장비
100790,창업투자
099750,건강관리기술
125210,화학
317240,가정용품
319400,운송인프라
323350,반도체와반도체장비
307930,창업투자
321260,디스플레이장비및부품
322780,방송과엔터테인먼트
305090,건강관리장비와용품
308100,"섬유,의류,신발,호화품"
293780,제약
323230,"섬유,의류,신발,호화품"
234340,IT서비스
289010,교육서비스
268600,생물공학
241840,방송과엔터테인먼트
317330,반도체와반도체장비
318000,화학
317770,전자장비와기기
148150,핸드셋
027360,창업투자
053580,소프트웨어
100590,통신장비
104620,"호텔,레스토랑,레저"
110020,가정용품
111710,"호텔,레스토랑,레저"
117730,기계
128540,자동차부품
179290,건강관리장비와용품
194700,제약
208340,생물공학
217330,생물공학
227100,건설
238200,제약
246710,생물공학
313760,에너지장비및서비스
251970,포장재
263020,"섬유,의류,신발,호화품"
263050,생물공학
263690,건강관리장비와용품
270870,제약
278280,전기제품
282880,기계
285490,핸드셋
290550,핸드셋
290650,건강관리장비와용품
290660,건강관리업체및서비스
290670,전기제품
298380,생물공학
299660,생물공학
299900,방송과엔터테인먼트
300080,양방향미디어와서비스
302430,전기제품
307180,디스플레이장비및부품
307280,건강관리장비와용품
307750,제약
307870,IT서비스
310200,방송과엔터테인먼트
312610,전기제품
246960,건강관리장비와용품
317850,기계
323280,전자장비와기기
228670,건강관리장비와용품
286750,화학
317830,기계
328380,IT서비스
195500,식품
311390,식품과기본식료품소매
256150,가정용기기와용품
317120,통신장비
320000,전자장비와기기
244460,화장품
331380,전자장비와기기
332290,화학
234690,제약
300120,소프트웨어
158430,소프트웨어
318010,제약
317870,가정용기기와용품
272110,반도체와반도체장비
317530,양방향미디어와서비스
322180,IT서비스
333050,IT서비스
333430,조선
214260,화장품
216080,건강관리장비와용품
190650,증권
103840,식품
306040,"섬유,의류,신발,호화품"
321550,제약
297090,기계
278650,생명과학도구및서비스
336060,IT서비스
335890,건강관리장비와용품
302550,건강관리장비와용품
322510,건강관리기술
124560,해운사
335870,"섬유,의류,신발,호화품"
226330,건강관리업체및서비스
288330,제약
336570,건강관리장비와용품
235980,제약
340360,통신장비
327260,통신장비
339950,교육서비스
340440,포장재
311690,건강관리기술
294630,에너지장비및서비스
204270,핸드셋
294140,화학
092190,디스플레이장비및부품
237820,광고
198080,핸드셋
344860,화장품
223250,제약
353190,제약
298060,제약
351320,디스플레이장비및부품
297890,디스플레이장비및부품
169330,IT서비스
330350,제약
290520,디스플레이장비및부품
262260,전자장비와기기
332570,핸드셋
347890,전자장비와기기
060850,소프트웨어
032300,제약
332370,컴퓨터와주변기기
331920,생물공학
357780,반도체와반도체장비
291650,생물공학
294090,건강관리장비와용품
355150,반도체와반도체장비
347770,디스플레이장비및부품
359090,제약
323990,제약
318410,가정용품
053080,기계
304840,건강관리장비와용품
214610,건강관리장비와용품
301300,소프트웨어
348350,전자장비와기기
347000,전자장비와기기
290690,디스플레이장비및부품
348150,생물공학
330860,반도체와반도체장비
340570,건강관리장비와용품
199820,전기장비
299030,전자장비와기기
353810,식품
352770,생물공학
318020,전자장비와기기
129890,컴퓨터와주변기기
265740,화장품
354200,생명과학도구및서비스
317690,생명과학도구및서비스
356860,반도체와반도체장비
352940,화학
314130,제약
357550,화학
335810,생명과학도구및서비스
347860,소프트웨어
365590,반도체와반도체장비
368770,전자장비와기기
236810,광고
163730,IT서비스
348030,게임엔터테인먼트
277810,기계
321820,IT서비스
262840,소프트웨어
363260,광고
239890,디스플레이장비및부품
322310,반도체와반도체장비
340930,전자장비와기기
373200,핸드셋
338220,건강관리기술
247660,화학
334970,제약
356890,IT서비스
314930,건강관리장비와용품
347700,건강관리기술
289220,양방향미디어와서비스
361390,우주항공과국방
333620,전자장비와기기
351330,IT서비스
294570,IT서비스
357230,식품
352480,화장품
252990,반도체와반도체장비
361670,전자장비와기기
276730,음료
363250,건강관리장비와용품
303530,IT서비스
357580,핸드셋
352910,소프트웨어
365270,제약
377030,소프트웨어
270660,가정용기기와용품
376980,IT서비스
367000,IT서비스
058970,소프트웨어
315640,IT서비스
099390,소프트웨어
308080,제약
388790,통신장비
203400,제약
273640,전기제품
099430,제약
377220,제약
257720,인터넷과카탈로그소매
159010,기계
382840,전기제품
393210,IT서비스
391710,IT서비스
376290,핸드셋
382480,전기제품
261780,제약
114840,화장품
377450,상업서비스와공급품
348370,전기제품
376180,가정용기기와용품
389030,생물공학
210120,방송과엔터테인먼트
376300,양방향미디어와서비스
357880,소프트웨어
311320,반도체와반도체장비
372800,IT서비스
290090,디스플레이장비및부품
361570,방송과엔터테인먼트
377480,IT서비스
200350,방송과엔터테인먼트
353590,자동차부품
179530,제약
377330,전기제품
276040,소프트웨어
136410,화학
137080,디스플레이장비및부품
211050,손해보험
251120,생물공학
370090,전자장비와기기
406760,창업투자
371950,디스플레이장비및부품
376930,건강관리장비와용품
408920,양방향미디어와서비스
288980,소프트웨어
102370,판매업체
388720,기계
366030,"섬유,의류,신발,호화품"
396300,전자장비와기기
388050,전기장비
413600,창업투자
412930,창업투자
389140,방송과엔터테인먼트
415580,창업투자
389260,에너지장비및서비스
399720,반도체와반도체장비
418170,창업투자
362320,인터넷과카탈로그소매
382900,전기장비
424140,창업투자
377460,전문소매
422040,창업투자
425290,창업투자
396270,반도체와반도체장비
412350,반도체와반도체장비
402030,소프트웨어
330730,창업투자
310210,제약
112290,반도체와반도체장비
328130,건강관리기술
424760,IT서비스
365340,전기제품
397030,제약
430700,창업투자
107600,전기제품
148930,전기제품
129920,기계
418210,창업투자
433530,창업투자
430220,창업투자
394280,반도체와반도체장비
314140,제약
430460,창업투자
435380,창업투자
435870,창업투자
296640,소프트웨어
417970,기계
368970,식품
389500,기계
441270,핸드셋
360070,전자장비와기기
378800,제약
291810,소프트웨어
405000,건강관리장비와용품
435620,창업투자
437780,창업투자
419120,소프트웨어
439730,창업투자
417840,반도체와반도체장비
439250,창업투자
440790,창업투자
417500,반도체와반도체장비
438580,창업투자
383930,생명과학도구및서비스
372170,전자장비와기기
425420,반도체와반도체장비
204610,게임엔터테인먼트
419080,디스플레이장비및부품
389470,제약
168360,전자장비와기기
439410,창업투자
442310,창업투자
419530,방송과엔터테인먼트
442130,창업투자
442770,창업투자
440820,창업투자
445970,창업투자
254490,반도체와반도체장비
198940,자동차부품
425040,반도체와반도체장비
417860,소프트웨어
419050,자동차부품
162300,철강
348340,기계
380540,통신장비
419540,건강관리장비와용품
417180,양방향미디어와서비스
408900,방송과엔터테인먼트
407400,가구
411080,소프트웨어
418550,건설
449020,창업투자
127980,전자장비와기기
389020,반도체와반도체장비
446750,창업투자
282720,에너지장비및서비스
442900,창업투자
446150,창업투자
199730,생명과학도구및서비스
356680,소프트웨어
418420,반도체와반도체장비
417010,전자장비와기기
309960,창업투자
358570,생물공학
448760,창업투자
448370,창업투자
318160,화장품
424980,반도체와반도체장비
304360,생물공학
298830,소프트웨어
446190,창업투자
448740,창업투자
446840,창업투자
417790,전자장비와기기
434480,소프트웨어
340810,소프트웨어
271830,핸드셋
420770,반도체와반도체장비
285800,화학
405920,음료
439090,화장품
348080,생물공학
451700,창업투자
455250,창업투자
454640,창업투자
440320,상업서비스와공급품
354320,자동차부품
448830,창업투자
456490,창업투자
274400,소프트웨어
456440,창업투자
378340,전기제품
321370,통신장비
432430,출판
455910,창업투자
406820,화장품
438700,소프트웨어
450940,창업투자
388870,생물공학
172670,반도체와반도체장비
429270,반도체와반도체장비
373170,IT서비스
440110,반도체와반도체장비
458320,창업투자
454750,창업투자
445680,생명과학도구및서비스
448710,우주항공과국방
457940,창업투자
424960,자동차부품
418250,소프트웨어
444920,창업투자
355390,IT서비스
146060,자동차부품
452670,창업투자
384470,건강관리기술
403490,식품
450520,소프트웨어
430690,소프트웨어
443250,양방향미디어와서비스
462020,창업투자
445180,반도체와반도체장비
416180,전기제품
396470,반도체와반도체장비
432720,반도체와반도체장비
221800,건강관리업체및서비스
240600,전기제품
088280,핸드셋
188260,건강관리장비와용품
290560,소프트웨어
446540,전자장비와기기
372320,생물공학
451760,우주항공과국방
413640,IT서비스
365330,건축제품
445090,반도체와반도체장비
452300,창업투자
352090,가정용기기와용품
448280,상업서비스와공급품
452280,기계
402490,반도체와반도체장비
453860,화장품
452160,반도체와반도체장비
466910,창업투자
355690,전자장비와기기
468510,창업투자
338840,생물공학
432470,전기제품
417200,전기제품
439580,건강관리업체및서비스
109670,"섬유,의류,신발,호화품"
452190,전기제품
457550,에너지장비및서비스
440290,창업투자
460930,조선
105760,상업서비스와공급품
362990,광고
452400,전기제품
469480,창업투자
415380,가구
199550,건강관리장비와용품
472850,"섬유,의류,신발,호화품"
452430,반도체와반도체장비
443670,IT서비스
068100,IT서비스
418620,소프트웨어
360350,전자장비와기기
468760,창업투자
199430,기계
036220,생명과학도구및서비스
437730,자동차부품
455900,건강관리장비와용품
420570,화장품
474660,창업투자
412540,전기제품
451250,화장품
347850,생물공학
452200,전기제품
473000,창업투자
126730,전기장비
140430,통신장비
145170,"섬유,의류,신발,호화품"
453450,전기유틸리티
462510,건강관리장비와용품
458870,건강관리기술
464080,전자장비와기기
160190,기계
462350,우주항공과국방
450330,건강관리장비와용품
373110,생물공학
460940,건강관리장비와용품
460470,생명과학도구및서비스
199480,IT서비스
088340,소프트웨어
431190,IT서비스
476080,방송과엔터테인먼트
456070,제약
464500,반도체와반도체장비
381620,기계
308430,제약
465480,IT서비스
209640,전자장비와기기
474170,우주항공과국방
457370,디스플레이장비및부품
466100,기계
458650,전기제품
475400,기계
289930,우주항공과국방
475960,생명과학도구및서비스
163280,화학
